Opportunity Name,StageName,Amount,Created By Name,Owner Name,Account Name,Account Type,Account Owner Name,Account Created By Name,Opportunity ID,AccountId,OwnerId,CreatedById
Opportunity for Todd162,Prospecting,465500,Jenny Martin,Eric Sanchez,Maldonado464 Inc,Customer,Kelly Frazier,Jenny Martin,0068d000009XKdZAAW,0018d00000GozxAAAR,0058d000004R3sXAAS,0058d000003BJO9AAO
Opportunity for Willis82,Closed Lost,308240,Jenny Martin,Irene McCoy,Maldonado464 Inc,Customer,Kelly Frazier,Jenny Martin,0068d000009XKeeAAG,0018d00000GozxAAAR,0058d000004R3sWAAS,0058d000003BJO9AAO
Opportunity for Potter50,Closed Won,333830,Jenny Martin,Laura Palmer,Porter466 Inc,Partner,Chris Riley,Jenny Martin,0068d000009XKePAAW,0018d00000GozxCAAR,0058d000004R3sRAAS,0058d000003BJO9AAO
Opportunity for Lee759,Closed Won,710500,Jenny Martin,Laura Palmer,McDaniel467 Inc,Customer,Doroth Gardner,Jenny Martin,0068d000009XKhrAAG,0018d00000GozxDAAR,0058d000004R3sRAAS,0058d000003BJO9AAO
Opportunity for Simpson1385,Qualification,392207,Jenny Martin,Doroth Gardner,Moore470 Inc,Customer,Doroth Gardner,Jenny Martin,0068d000009XKpkAAG,0018d00000GozxGAAR,0058d000004R3sJAAS,0058d000003BJO9AAO
Opportunity for Roy337,Closed Won,1241600,Jenny Martin,Laura Garza,Holloway471 Inc,Partner,Evelyn Williamson,Jenny Martin,0068d000009XKfUAAW,0018d00000GozxHAAR,0058d000004R3sHAAS,0058d000003BJO9AAO
Opportunity for Gordon370,Closed Won,179225,Jenny Martin,Irene Kelley,Padilla472 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKdEAAW,0018d00000GozxIAAR,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Curtis1571,Closed Won,198000,Jenny Martin,Kelly Frazier,Chapman475 Inc,Partner,Chris Riley,Jenny Martin,0068d000009XKk0AAG,0018d00000GozxLAAR,0058d000004R3sPAAS,0058d000003BJO9AAO
Opportunity for Norman145,Closed Won,800000,Jenny Martin,Irene McCoy,Martinez649 Inc,Partner,Evelyn Williamson,Jenny Martin,0068d000009XKcmAAG,0018d00000GozxVAAR,0058d000004R3sWAAS,0058d000003BJO9AAO
Opportunity for Barnes1852,Closed Lost,1635400,Jenny Martin,Julie Chavez,Hines651 Inc,Customer,Doroth Gardner,Jenny Martin,0068d000009XKgtAAG,0018d00000GozxXAAR,0058d000004R3sGAAS,0058d000003BJO9AAO
Opportunity for Nelson1799,Closed Won,875880,Jenny Martin,Julie Chavez,Hines651 Inc,Customer,Doroth Gardner,Jenny Martin,0068d000009XKqsAAG,0018d00000GozxXAAR,0058d000004R3sGAAS,0058d000003BJO9AAO
Opportunity for Wagner1214,Closed Lost,580000,Jenny Martin,Evelyn Williamson,Warren653 Inc,Partner,Julie Chavez,Jenny Martin,0068d000009XKjwAAG,0018d00000GozxZAAR,0058d000004R3sVAAS,0058d000003BJO9AAO
Opportunity for McKenzie1652,Closed Won,2386625,Jenny Martin,Eric Gutierrez,Warren653 Inc,Partner,Julie Chavez,Jenny Martin,0068d000009XKmQAAW,0018d00000GozxZAAR,0058d000004R3sLAAS,0058d000003BJO9AAO
Opportunity for Rice134,Closed Won,243450,Jenny Martin,Kelly Frazier,Warren653 Inc,Partner,Julie Chavez,Jenny Martin,0068d000009XKchAAG,0018d00000GozxZAAR,0058d000004R3sPAAS,0058d000003BJO9AAO
Opportunity for Page927,Closed Won,219500,Jenny Martin,Eric Gutierrez,Long659 Inc,Partner,Nicolas Weaver,Jenny Martin,0068d000009XKnNAAW,0018d00000GozxfAAB,0058d000004R3sLAAS,0058d000003BJO9AAO
Opportunity for Bridges1377,Closed Won,794270,Jenny Martin,Laura Palmer,Long659 Inc,Partner,Nicolas Weaver,Jenny Martin,0068d000009XKpeAAG,0018d00000GozxfAAB,0058d000004R3sRAAS,0058d000003BJO9AAO
Opportunity for Beck799,Closed Won,363453,Jenny Martin,John Williams,Bass661 Inc,Partner,Eric Gutierrez,Jenny Martin,0068d000009XKiqAAG,0018d00000GozxhAAB,0058d000004R3sYAAS,0058d000003BJO9AAO
Opportunity for Guzman213,Closed Won,640000,Jenny Martin,Evelyn Williamson,Bass661 Inc,Partner,Eric Gutierrez,Jenny Martin,0068d000009XKepAAG,0018d00000GozxhAAB,0058d000004R3sVAAS,0058d000003BJO9AAO
Opportunity for Alvarado1597,Closed Won,4824325,Jenny Martin,Catherine Brown,Nichols662 Inc,Partner,Irene McCoy,Jenny Martin,0068d000009XKl3AAG,0018d00000GozxiAAB,0058d000004R3sUAAS,0058d000003BJO9AAO
Opportunity for Johnston49,Closed Won,316040,Jenny Martin,Johnny Green,Nichols662 Inc,Partner,Irene McCoy,Jenny Martin,0068d000009XKeOAAW,0018d00000GozxiAAB,0058d000004R3sTAAS,0058d000003BJO9AAO
Opportunity for Malone1973,Value Proposition,108630,Jenny Martin,Doroth Gardner,Simmons663 Inc,Partner,Catherine Brown,Jenny Martin,0068d000009XKkKAAW,0018d00000GozxjAAB,0058d000004R3sJAAS,0058d000003BJO9AAO
Opportunity for Schneider564,Closed Won,146771,Jenny Martin,Doroth Gardner,Simmons663 Inc,Partner,Catherine Brown,Jenny Martin,0068d000009XKnqAAG,0018d00000GozxjAAB,0058d000004R3sJAAS,0058d000003BJO9AAO
Opportunity for Christensen684,Qualification,624510,Jenny Martin,Irene Kelley,Simmons663 Inc,Partner,Catherine Brown,Jenny Martin,0068d000009XKfZAAW,0018d00000GozxjAAB,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Malone1500,Closed Won,583800,Jenny Martin,Chris Riley,Higgins666 Inc,Customer,Kelly Frazier,Jenny Martin,0068d000009XKhXAAW,0018d00000GozxmAAB,0058d000004R3sOAAS,0058d000003BJO9AAO
Opportunity for Stevens152,Closed Lost,11883,Jenny Martin,Laura Palmer,Rogers668 Inc,Partner,Bruce Kennedy,Jenny Martin,0068d000009XKdTAAW,0018d00000GozxoAAB,0058d000004R3sRAAS,0058d000003BJO9AAO
Opportunity for Barton1670,Prospecting,364760,Jenny Martin,Chris Riley,Maxwell670 Inc,Customer,Bruce Kennedy,Jenny Martin,0068d000009XKn9AAG,0018d00000GozxqAAB,0058d000004R3sOAAS,0058d000003BJO9AAO
Opportunity for Perry395,Closed Won,237840,Jenny Martin,Dennis Howard,Green672 Inc,Partner,Laura Garza,Jenny Martin,0068d000009XKdwAAG,0018d00000GozxsAAB,0058d000004R3sQAAS,0058d000003BJO9AAO
Opportunity for Smith309,Closed Won,3709600,Jenny Martin,Laura Palmer,Fleming816 Inc,Customer,Eric Sanchez,Jenny Martin,0068d000009XKeyAAG,0018d00000GozxtAAB,0058d000004R3sRAAS,0058d000003BJO9AAO
Opportunity for Aguilar1908,Closed Won,3314900,Jenny Martin,Irene Kelley,Colon817 Inc,Customer,Evelyn Williamson,Jenny Martin,0068d000009XKiSAAW,0018d00000GozxuAAB,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Rodriquez1469,Closed Won,491550,Jenny Martin,Irene Kelley,King818 Inc,Customer,Eric Sanchez,Jenny Martin,0068d000009XKgiAAG,0018d00000GozxvAAB,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Cole1249,Perception Analysis,50890,Jenny Martin,Bruce Kennedy,Hart828 Inc,Customer,Kelly Frazier,Jenny Martin,0068d000009XKlbAAG,0018d00000Gozy5AAB,0058d000004R3sIAAS,0058d000003BJO9AAO
Opportunity for Hunt362,Closed Won,1148850,Jenny Martin,Harold Campbell,Hart828 Inc,Customer,Kelly Frazier,Jenny Martin,0068d000009XKd9AAG,0018d00000Gozy5AAB,0058d000004R3sNAAS,0058d000003BJO9AAO
Opportunity for Klein103,Closed Won,84329,Jenny Martin,Julie Chavez,Nelson829 Inc,Customer,Kelly Frazier,Jenny Martin,0068d000009XKf7AAG,0018d00000Gozy6AAB,0058d000004R3sGAAS,0058d000003BJO9AAO
Opportunity for Hammond475,Closed Won,3469300,Jenny Martin,Julie Chavez,Rios830 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKkRAAW,0018d00000Gozy7AAB,0058d000004R3sGAAS,0058d000003BJO9AAO
Opportunity for McDonald1503,Closed Won,3851250,Jenny Martin,Johnny Green,Rios830 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKhZAAW,0018d00000Gozy7AAB,0058d000004R3sTAAS,0058d000003BJO9AAO
Opportunity for Romero1224,Perception Analysis,4561,Jenny Martin,Evelyn Williamson,Rios830 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKkpAAG,0018d00000Gozy7AAB,0058d000004R3sVAAS,0058d000003BJO9AAO
Opportunity for Duncan681,Closed Won,63600,Jenny Martin,Nicolas Weaver,Greer831 Inc,Customer,Eric Gutierrez,Jenny Martin,0068d000009XKr5AAG,0018d00000Gozy8AAB,0058d000004R3sMAAS,0058d000003BJO9AAO
Opportunity for Adams87,Value Proposition,1093390,Jenny Martin,Chris Riley,Floyd832 Inc,Customer,Irene Kelley,Jenny Martin,0068d000009XKehAAG,0018d00000Gozy9AAB,0058d000004R3sOAAS,0058d000003BJO9AAO
Opportunity for Anderson1911,Closed Lost,1684910,Jenny Martin,Kelly Frazier,Ford835 Inc,Partner,Laura Palmer,Jenny Martin,0068d000009XKiTAAW,0018d00000GozyCAAR,0058d000004R3sPAAS,0058d000003BJO9AAO
Opportunity for Kennedy1017,Closed Won,1590600,Jenny Martin,Dennis Howard,Ford835 Inc,Partner,Laura Palmer,Jenny Martin,0068d000009XKpcAAG,0018d00000GozyCAAR,0058d000004R3sQAAS,0058d000003BJO9AAO
Opportunity for Howard1207,Value Proposition,449438,Jenny Martin,Laura Palmer,Marsh836 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKjuAAG,0018d00000GozyDAAR,0058d000004R3sRAAS,0058d000003BJO9AAO
Opportunity for Murray689,Closed Lost,2135800,Jenny Martin,Laura Palmer,Marsh836 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKfaAAG,0018d00000GozyDAAR,0058d000004R3sRAAS,0058d000003BJO9AAO
Opportunity for Gross444,Closed Lost,683100,Jenny Martin,Eric Gutierrez,Christensen840 Inc,Customer,Irene Kelley,Jenny Martin,0068d000009XKjQAAW,0018d00000GozyHAAR,0058d000004R3sLAAS,0058d000003BJO9AAO
Opportunity for Medina1531,Closed Lost,1722250,Jenny Martin,Irene McCoy,Schneider841 Inc,Customer,Kelly Frazier,Jenny Martin,0068d000009XKiKAAW,0018d00000GozyIAAR,0058d000004R3sWAAS,0058d000003BJO9AAO
Opportunity for Sullivan1358,Closed Won,163530,Jenny Martin,Laura Garza,Schneider841 Inc,Customer,Kelly Frazier,Jenny Martin,0068d000009XKosAAG,0018d00000GozyIAAR,0058d000004R3sHAAS,0058d000003BJO9AAO
Opportunity for Murray1210,Closed Won,1639550,Jenny Martin,Johnny Green,Pena964 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKjvAAG,0018d00000GozyMAAR,0058d000004R3sTAAS,0058d000003BJO9AAO
Opportunity for Cook1618,Closed Lost,835870,Jenny Martin,Chris Riley,May967 Inc,Customer,John Williams,Jenny Martin,0068d000009XKllAAG,0018d00000GozyPAAR,0058d000004R3sOAAS,0058d000003BJO9AAO
Opportunity for Murphy1963,Negotiation/Review,1241390,Jenny Martin,Doroth Gardner,Rivera969 Inc,Customer,Irene McCoy,Jenny Martin,0068d000009XKkGAAW,0018d00000GozyRAAR,0058d000004R3sJAAS,0058d000003BJO9AAO
Opportunity for Webb1055,Closed Lost,1264240,Jenny Martin,John Williams,Rivera969 Inc,Customer,Irene McCoy,Jenny Martin,0068d000009XKrBAAW,0018d00000GozyRAAR,0058d000004R3sYAAS,0058d000003BJO9AAO
Opportunity for Bowen646,Needs Analysis,1158700,Jenny Martin,Bruce Kennedy,Rivera969 Inc,Customer,Irene McCoy,Jenny Martin,0068d000009XKqGAAW,0018d00000GozyRAAR,0058d000004R3sIAAS,0058d000003BJO9AAO
Opportunity for Bates1952,Closed Won,127600,Jenny Martin,Eric Sanchez,Cummings974 Inc,Customer,Laura Palmer,Jenny Martin,0068d000009XKk8AAG,0018d00000GozyWAAR,0058d000004R3sXAAS,0058d000003BJO9AAO
Opportunity for James1768,Closed Won,1386250,Jenny Martin,Laura Garza,Cummings974 Inc,Customer,Laura Palmer,Jenny Martin,0068d000009XKq5AAG,0018d00000GozyWAAR,0058d000004R3sHAAS,0058d000003BJO9AAO
Opportunity for Baker1304,Qualification,1918900,Jenny Martin,Laura Garza,Marshall977 Inc,Customer,Catherine Brown,Jenny Martin,0068d000009XKn2AAG,0018d00000GozyZAAR,0058d000004R3sHAAS,0058d000003BJO9AAO
Opportunity for Dawson1421,Closed Won,18900,Jenny Martin,Nicolas Weaver,Roberts979 Inc,Partner,Eric Sanchez,Jenny Martin,0068d000009XKqkAAG,0018d00000GozybAAB,0058d000004R3sMAAS,0058d000003BJO9AAO
Opportunity for Garner740,Perception Analysis,155600,Jenny Martin,John Williams,Summers987 Inc,Customer,Irene Kelley,Jenny Martin,0068d000009XKhBAAW,0018d00000GozyjAAB,0058d000004R3sYAAS,0058d000003BJO9AAO
Opportunity for Banks821,Perception Analysis,133017,Jenny Martin,Nicolas Weaver,Walsh54 Inc,Customer,Catherine Brown,Jenny Martin,0068d000009XKjjAAG,0018d00000GozymAAB,0058d000004R3sMAAS,0058d000003BJO9AAO
Opportunity for Brooks342,Closed Won,5280,Jenny Martin,Bruce Kennedy,Walsh54 Inc,Customer,Catherine Brown,Jenny Martin,0068d000009XKfVAAW,0018d00000GozymAAB,0058d000004R3sIAAS,0058d000003BJO9AAO
Opportunity for Wilkins1129,Closed Won,2210350,Jenny Martin,Irene Kelley,Martin56 Inc,Partner,Evelyn Williamson,Jenny Martin,0068d000009XKhPAAW,0018d00000GozyoAAB,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Osborne613,Closed Won,834280,Jenny Martin,Irene Kelley,Doyle59 Inc,Customer,Kelly Frazier,Jenny Martin,0068d000009XKpHAAW,0018d00000GozyrAAB,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Curry734,Qualification,40380,Jenny Martin,Laura Garza,Doyle59 Inc,Customer,Kelly Frazier,Jenny Martin,0068d000009XKh9AAG,0018d00000GozyrAAB,0058d000004R3sHAAS,0058d000003BJO9AAO
Opportunity for Gill1167,Closed Lost,313200,Jenny Martin,Dennis Howard,Gibson62 Inc,Customer,Dennis Howard,Jenny Martin,0068d000009XKiFAAW,0018d00000GozyuAAB,0058d000004R3sQAAS,0058d000003BJO9AAO
Opportunity for Chandler133,Perception Analysis,754640,Jenny Martin,Dennis Howard,Gibson62 Inc,Customer,Dennis Howard,Jenny Martin,0068d000009XKcgAAG,0018d00000GozyuAAB,0058d000004R3sQAAS,0058d000003BJO9AAO
Opportunity for Stokes949,Needs Analysis,3915950,Jenny Martin,Evelyn Williamson,Newman145 Inc,Customer,Bruce Kennedy,Jenny Martin,0068d000009XKo1AAG,0018d00000GozqmAAB,0058d000004R3sVAAS,0058d000003BJO9AAO
Opportunity for Castillo325,Closed Won,131750,Jenny Martin,Kelly Frazier,Newman145 Inc,Customer,Bruce Kennedy,Jenny Martin,0068d000009XKf6AAG,0018d00000GozqmAAB,0058d000004R3sPAAS,0058d000003BJO9AAO
Opportunity for Shaw178,Closed Lost,283440,Jenny Martin,Doroth Gardner,Newman145 Inc,Customer,Bruce Kennedy,Jenny Martin,0068d000009XKe1AAG,0018d00000GozqmAAB,0058d000004R3sJAAS,0058d000003BJO9AAO
Opportunity for Boone1390,Closed Won,69240,Jenny Martin,Laura Garza,Knight146 Inc,Customer,Nicolas Weaver,Jenny Martin,0068d000009XKpmAAG,0018d00000GozqnAAB,0058d000004R3sHAAS,0058d000003BJO9AAO
Opportunity for Goodwin1575,Closed Won,122651,Jenny Martin,Julie Chavez,Graves147 Inc,Customer,Evelyn Williamson,Jenny Martin,0068d000009XKk3AAG,0018d00000GozqoAAB,0058d000004R3sGAAS,0058d000003BJO9AAO
Opportunity for Moran1395,Closed Won,234500,Jenny Martin,Catherine Brown,Graves147 Inc,Customer,Evelyn Williamson,Jenny Martin,0068d000009XKprAAG,0018d00000GozqoAAB,0058d000004R3sUAAS,0058d000003BJO9AAO
Opportunity for Collier1376,Prospecting,89230,Jenny Martin,Doroth Gardner,Graves147 Inc,Customer,Evelyn Williamson,Jenny Martin,0068d000009XKpdAAG,0018d00000GozqoAAB,0058d000004R3sJAAS,0058d000003BJO9AAO
Opportunity for Vasquez1005,Closed Won,269400,Jenny Martin,Julie Chavez,Graves147 Inc,Customer,Evelyn Williamson,Jenny Martin,0068d000009XKpWAAW,0018d00000GozqoAAB,0058d000004R3sGAAS,0058d000003BJO9AAO
Opportunity for Ramirez1837,Qualification,179964,Jenny Martin,Laura Palmer,Salazar150 Inc,Customer,John Williams,Jenny Martin,0068d000009XKg6AAG,0018d00000GozqrAAB,0058d000004R3sRAAS,0058d000003BJO9AAO
Opportunity for Atkins1016,Closed Won,1926610,Jenny Martin,Catherine Brown,Salazar150 Inc,Customer,John Williams,Jenny Martin,0068d000009XKpbAAG,0018d00000GozqrAAB,0058d000004R3sUAAS,0058d000003BJO9AAO
Opportunity for Moss58,Closed Lost,2623525,Jenny Martin,Laura Garza,McGuire151 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKeTAAW,0018d00000GozqsAAB,0058d000004R3sHAAS,0058d000003BJO9AAO
Opportunity for West1117,Closed Won,3609320,Jenny Martin,Kelly Frazier,Butler152 Inc,Partner,Johnny Green,Jenny Martin,0068d000009XKghAAG,0018d00000GozqtAAB,0058d000004R3sPAAS,0058d000003BJO9AAO
Opportunity for Jackson1662,Closed Won,2302000,Jenny Martin,Doroth Gardner,Butler152 Inc,Partner,Johnny Green,Jenny Martin,0068d000009XKn7AAG,0018d00000GozqtAAB,0058d000004R3sJAAS,0058d000003BJO9AAO
Opportunity for Stevenson1289,Closed Won,1640210,Jenny Martin,Irene McCoy,Butler152 Inc,Partner,Johnny Green,Jenny Martin,0068d000009XKmtAAG,0018d00000GozqtAAB,0058d000004R3sWAAS,0058d000003BJO9AAO
Opportunity for Wolfe807,Closed Won,3198400,Jenny Martin,Eric Sanchez,Mann154 Inc,Customer,Julie Chavez,Jenny Martin,0068d000009XKjcAAG,0018d00000GozqvAAB,0058d000004R3sXAAS,0058d000003BJO9AAO
Opportunity for Shaw480,Perception Analysis,605000,Jenny Martin,Harold Campbell,Nguyen156 Inc,Customer,Eric Sanchez,Jenny Martin,0068d000009XKkVAAW,0018d00000GozqxAAB,0058d000004R3sNAAS,0058d000003BJO9AAO
Opportunity for Barton1587,Closed Lost,65070,Jenny Martin,Laura Garza,Flores159 Inc,Customer,Kelly Frazier,Jenny Martin,0068d000009XKkxAAG,0018d00000Gozr0AAB,0058d000004R3sHAAS,0058d000003BJO9AAO
Opportunity for Price1866,Closed Won,466000,Jenny Martin,Chris Riley,Shaw160 Inc,Customer,Bruce Kennedy,Jenny Martin,0068d000009XKh1AAG,0018d00000Gozr1AAB,0058d000004R3sOAAS,0058d000003BJO9AAO
Opportunity for Dennis1374,Closed Won,3463920,Jenny Martin,Evelyn Williamson,Dawson161 Inc,Customer,Eric Gutierrez,Jenny Martin,0068d000009XKp2AAG,0018d00000Gozr2AAB,0058d000004R3sVAAS,0058d000003BJO9AAO
Opportunity for Richardson1013,Value Proposition,499733,Jenny Martin,Dennis Howard,McCarthy162 Inc,Partner,Dennis Howard,Jenny Martin,0068d000009XKpZAAW,0018d00000Gozr3AAB,0058d000004R3sQAAS,0058d000003BJO9AAO
Opportunity for Griffin1384,Closed Lost,374162,Jenny Martin,Johnny Green,Ross364 Inc,Customer,Johnny Green,Jenny Martin,0068d000009XKpjAAG,0018d00000Gozr5AAB,0058d000004R3sTAAS,0058d000003BJO9AAO
Opportunity for Love368,Closed Won,390885,Jenny Martin,Evelyn Williamson,Ross364 Inc,Customer,Johnny Green,Jenny Martin,0068d000009XKdCAAW,0018d00000Gozr5AAB,0058d000004R3sVAAS,0058d000003BJO9AAO
Opportunity for Hart1061,Closed Won,258140,Jenny Martin,Chris Riley,Dunn368 Inc,Customer,John Williams,Jenny Martin,0068d000009XKrCAAW,0018d00000Gozr9AAB,0058d000004R3sOAAS,0058d000003BJO9AAO
Opportunity for Delgado355,Closed Won,1318960,Jenny Martin,Chris Riley,Figueroa68 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKd4AAG,0018d00000Gozz0AAB,0058d000004R3sOAAS,0058d000003BJO9AAO
Opportunity for Schultz1008,Closed Won,5188750,Jenny Martin,Doroth Gardner,Sharp69 Inc,Customer,Harold Campbell,Jenny Martin,0068d000009XKpXAAW,0018d00000Gozz1AAB,0058d000004R3sJAAS,0058d000003BJO9AAO
Opportunity for Thomas843,Closed Won,2124300,Jenny Martin,Irene Kelley,Harper70 Inc,Partner,Laura Garza,Jenny Martin,0068d000009XKkeAAG,0018d00000Gozz2AAB,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Jacobs1106,Closed Lost,78400,Jenny Martin,Kelly Frazier,Hansen264 Inc,Customer,Irene McCoy,Jenny Martin,0068d000009XKgaAAG,0018d00000Gozz5AAB,0058d000004R3sPAAS,0058d000003BJO9AAO
Opportunity for Austin1650,Closed Won,1132600,Jenny Martin,Johnny Green,Beck266 Inc,Partner,Irene Kelley,Jenny Martin,0068d000009XKmOAAW,0018d00000Gozz7AAB,0058d000004R3sTAAS,0058d000003BJO9AAO
Opportunity for Malone1276,Closed Won,196200,Jenny Martin,Laura Garza,Clarke268 Inc,Customer,Bruce Kennedy,Jenny Martin,0068d000009XKmEAAW,0018d00000Gozz9AAB,0058d000004R3sHAAS,0058d000003BJO9AAO
Opportunity for Alexander954,Value Proposition,895135,Jenny Martin,Dennis Howard,Clarke268 Inc,Customer,Bruce Kennedy,Jenny Martin,0068d000009XKo4AAG,0018d00000Gozz9AAB,0058d000004R3sQAAS,0058d000003BJO9AAO
Opportunity for Long562,Closed Won,249600,Jenny Martin,Dennis Howard,Anderson269 Inc,Customer,Catherine Brown,Jenny Martin,0068d000009XKnpAAG,0018d00000GozzAAAR,0058d000004R3sQAAS,0058d000003BJO9AAO
Opportunity for Chapman1566,Closed Won,2294400,Jenny Martin,Eric Sanchez,Elliott270 Inc,Partner,Harold Campbell,Jenny Martin,0068d000009XKjFAAW,0018d00000GozzBAAR,0058d000004R3sXAAS,0058d000003BJO9AAO
Opportunity for Lee1827,Needs Analysis,15760,Jenny Martin,Kelly Frazier,Bass271 Inc,Customer,Eric Sanchez,Jenny Martin,0068d000009XKg1AAG,0018d00000GozzCAAR,0058d000004R3sPAAS,0058d000003BJO9AAO
Opportunity for Myers1105,Closed Won,792270,Jenny Martin,Chris Riley,Lopez275 Inc,Customer,John Williams,Jenny Martin,0068d000009XKgZAAW,0018d00000GozzGAAR,0058d000004R3sOAAS,0058d000003BJO9AAO
Opportunity for Nguyen1510,Qualification,791500,Jenny Martin,Evelyn Williamson,Hawkins276 Inc,Customer,Dennis Howard,Jenny Martin,0068d000009XKhdAAG,0018d00000GozzHAAR,0058d000004R3sVAAS,0058d000003BJO9AAO
Opportunity for White404,Closed Won,537880,Jenny Martin,Evelyn Williamson,Dawson277 Inc,Customer,Dennis Howard,Jenny Martin,0068d000009XKeFAAW,0018d00000GozzIAAR,0058d000004R3sVAAS,0058d000003BJO9AAO
Opportunity for Estrada1122,Value Proposition,466560,Jenny Martin,John Williams,Harrison279 Inc,Partner,Chris Riley,Jenny Martin,0068d000009XKhKAAW,0018d00000GozzKAAR,0058d000004R3sYAAS,0058d000003BJO9AAO
Opportunity for Reeves721,Closed Won,2367210,Jenny Martin,Irene McCoy,Evans281 Inc,Customer,Dennis Howard,Jenny Martin,0068d000009XKgMAAW,0018d00000GozzMAAR,0058d000004R3sWAAS,0058d000003BJO9AAO
Opportunity for Powell899,Closed Won,1802500,Jenny Martin,Eric Sanchez,Evans281 Inc,Customer,Dennis Howard,Jenny Martin,0068d000009XKmdAAG,0018d00000GozzMAAR,0058d000004R3sXAAS,0058d000003BJO9AAO
Opportunity for Todd1938,Qualification,466200,Jenny Martin,Catherine Brown,Munoz282 Inc,Customer,Irene Kelley,Jenny Martin,0068d000009XKjLAAW,0018d00000GozzNAAR,0058d000004R3sUAAS,0058d000003BJO9AAO
Opportunity for Santos1475,Closed Won,345554,Jenny Martin,Harold Campbell,Beck370 Inc,Customer,Laura Palmer,Jenny Martin,0068d000009XKglAAG,0018d00000GozrBAAR,0058d000004R3sNAAS,0058d000003BJO9AAO
Opportunity for Munoz1931,Closed Won,1113000,Jenny Martin,Johnny Green,Beck370 Inc,Customer,Laura Palmer,Jenny Martin,0068d000009XKjHAAW,0018d00000GozrBAAR,0058d000004R3sTAAS,0058d000003BJO9AAO
Opportunity for Kelley1593,Closed Lost,1498260,Jenny Martin,John Williams,Abbott372 Inc,Partner,Bruce Kennedy,Jenny Martin,0068d000009XKl1AAG,0018d00000GozrDAAR,0058d000004R3sYAAS,0058d000003BJO9AAO
Opportunity for Montgomery1103,Closed Won,1058980,Jenny Martin,Julie Chavez,Armstrong378 Inc,Customer,Johnny Green,Jenny Martin,0068d000009XKgXAAW,0018d00000GozrJAAR,0058d000004R3sGAAS,0058d000003BJO9AAO
Opportunity for Ruiz650,Closed Won,209640,Jenny Martin,Eric Gutierrez,Armstrong378 Inc,Customer,Johnny Green,Jenny Martin,0068d000009XKqIAAW,0018d00000GozrJAAR,0058d000004R3sLAAS,0058d000003BJO9AAO
Opportunity for Keller1100,Closed Won,1229730,Jenny Martin,Evelyn Williamson,Banks379 Inc,Partner,Eric Sanchez,Jenny Martin,0068d000009XKgVAAW,0018d00000GozrKAAR,0058d000004R3sVAAS,0058d000003BJO9AAO
Opportunity for Mathis376,Closed Won,637520,Jenny Martin,Doroth Gardner,Banks379 Inc,Partner,Eric Sanchez,Jenny Martin,0068d000009XKdIAAW,0018d00000GozrKAAR,0058d000004R3sJAAS,0058d000003BJO9AAO
Opportunity for Johnson217,Closed Won,1935980,Jenny Martin,Evelyn Williamson,Banks379 Inc,Partner,Eric Sanchez,Jenny Martin,0068d000009XKesAAG,0018d00000GozrKAAR,0058d000004R3sVAAS,0058d000003BJO9AAO
Opportunity for Newton1243,Closed Won,288925,Jenny Martin,Laura Palmer,Nash380 Inc,Customer,Dennis Howard,Jenny Martin,0068d000009XKlYAAW,0018d00000GozrLAAR,0058d000004R3sRAAS,0058d000003BJO9AAO
Opportunity for Moss156,Negotiation/Review,857500,Jenny Martin,Laura Palmer,Rios384 Inc,Partner,Eric Gutierrez,Jenny Martin,0068d000009XKdWAAW,0018d00000GozrPAAR,0058d000004R3sRAAS,0058d000003BJO9AAO
Opportunity for Estrada957,Negotiation/Review,488860,Jenny Martin,Doroth Gardner,Banks163 Inc,Customer,Eric Gutierrez,Jenny Martin,0068d000009XKo6AAG,0018d00000GozrSAAR,0058d000004R3sJAAS,0058d000003BJO9AAO
Opportunity for Rios369,Closed Lost,112725,Jenny Martin,Irene McCoy,King177 Inc,Customer,Catherine Brown,Jenny Martin,0068d000009XKdDAAW,0018d00000GozrTAAR,0058d000004R3sWAAS,0058d000003BJO9AAO
Opportunity for Poole1149,Closed Won,205489,Jenny Martin,Laura Garza,Martinez181 Inc,Customer,Julie Chavez,Jenny Martin,0068d000009XKi6AAG,0018d00000GozrXAAR,0058d000004R3sHAAS,0058d000003BJO9AAO
Opportunity for Abbott636,Closed Won,121490,Jenny Martin,John Williams,Tucker284 Inc,Customer,Julie Chavez,Jenny Martin,0068d000009XKq8AAG,0018d00000GozzPAAR,0058d000004R3sYAAS,0058d000003BJO9AAO
